Problem,Error Type,Correct Answer,Incorrect Answer
"There are 151 cookies, and they need to be divided equally among 157 friends. How many cookies does each friend get?",Division Error,0.961783439490446,1.52277746514872
"There are 81 apples. If you add 186 more apples, how many apples do you have?",Addition Error,267,290
"There are 40 cookies, and they need to be divided equally among 157 friends. How many cookies does each friend get?",Division Error,0.254777070063694,0.398572804004519
"There are 32 balloons. If 141 balloons pop, how many balloons are left?",Subtraction Error,-109,-33
"There are 105 balloons. If 12 balloons pop, how many balloons are left?",Subtraction Error,93,160
"There are 148 cookies, and they need to be divided equally among 132 friends. How many cookies does each friend get?",Division Error,1.12121212121212,1.60399205092672
"There are 152 apples. If you add 196 more apples, how many apples do you have?",Addition Error,348,403
"John has 200 boxes, and each box contains 188 chocolates. How many chocolates does he have in total?",Multiplication Error,37600,37608
"There are 45 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,43,76
"There are 168 apples. If you add 56 more apples, how many apples do you have?",Addition Error,224,315
"There are 136 cookies, and they need to be divided equally among 153 friends. How many cookies does each friend get?",Division Error,0.888888888888889,1.14966201125215
"There are 77 cookies, and they need to be divided equally among 196 friends. How many cookies does each friend get?",Division Error,0.392857142857143,1.03833165804463
"There are 190 balloons. If 192 balloons pop, how many balloons are left?",Subtraction Error,-2,27
"There are 72 balloons. If 11 balloons pop, how many balloons are left?",Subtraction Error,61,112
"There are 161 cookies, and they need to be divided equally among 105 friends. How many cookies does each friend get?",Division Error,1.53333333333333,1.84814544768634
"John has 23 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,23,29
"There are 183 balloons. If 24 balloons pop, how many balloons are left?",Subtraction Error,159,247
"There are 146 cookies, and they need to be divided equally among 49 friends. How many cookies does each friend get?",Division Error,2.97959183673469,3.48310544325994
"There are 50 balloons. If 121 balloons pop, how many balloons are left?",Subtraction Error,-71,19
"There are 72 balloons. If 153 balloons pop, how many balloons are left?",Subtraction Error,-81,9
"John has 50 boxes, and each box contains 49 chocolates. How many chocolates does he have in total?",Multiplication Error,2450,2459
"There are 25 balloons. If 83 balloons pop, how many balloons are left?",Subtraction Error,-58,-42
"There are 175 apples. If you add 3 more apples, how many apples do you have?",Addition Error,178,204
"There are 18 cookies, and they need to be divided equally among 144 friends. How many cookies does each friend get?",Division Error,0.125,0.692768030421978
"John has 131 boxes, and each box contains 79 chocolates. How many chocolates does he have in total?",Multiplication Error,10349,10353
"There are 118 apples. If you add 36 more apples, how many apples do you have?",Addition Error,154,175
"There are 61 apples. If you add 142 more apples, how many apples do you have?",Addition Error,203,287
"There are 167 cookies, and they need to be divided equally among 168 friends. How many cookies does each friend get?",Division Error,0.994047619047619,1.68349142829712
"John has 16 boxes, and each box contains 142 chocolates. How many chocolates does he have in total?",Multiplication Error,2272,2278
"There are 80 balloons. If 117 balloons pop, how many balloons are left?",Subtraction Error,-37,35
"There are 94 apples. If you add 87 more apples, how many apples do you have?",Addition Error,181,223
"There are 152 apples. If you add 29 more apples, how many apples do you have?",Addition Error,181,251
"There are 157 cookies, and they need to be divided equally among 76 friends. How many cookies does each friend get?",Division Error,2.06578947368421,2.81989766655452
"There are 99 apples. If you add 140 more apples, how many apples do you have?",Addition Error,239,324
"There are 16 cookies, and they need to be divided equally among 147 friends. How many cookies does each friend get?",Division Error,0.108843537414966,0.864651557914896
"There are 56 cookies, and they need to be divided equally among 143 friends. How many cookies does each friend get?",Division Error,0.391608391608392,1.20733078858516
"There are 52 apples. If you add 75 more apples, how many apples do you have?",Addition Error,127,171
"John has 4 boxes, and each box contains 56 chocolates. How many chocolates does he have in total?",Multiplication Error,224,232
"John has 173 boxes, and each box contains 75 chocolates. How many chocolates does he have in total?",Multiplication Error,12975,12977
"There are 132 apples. If you add 1 more apples, how many apples do you have?",Addition Error,133,215
"There are 115 apples. If you add 73 more apples, how many apples do you have?",Addition Error,188,204
"There are 190 apples. If you add 25 more apples, how many apples do you have?",Addition Error,215,310
"There are 125 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,125,125.762542211811
"There are 185 apples. If you add 4 more apples, how many apples do you have?",Addition Error,189,207
"There are 96 apples. If you add 28 more apples, how many apples do you have?",Addition Error,124,147
"There are 34 cookies, and they need to be divided equally among 150 friends. How many cookies does each friend get?",Division Error,0.226666666666667,0.843118059986159
"There are 66 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,60,66
"There are 93 balloons. If 163 balloons pop, how many balloons are left?",Subtraction Error,-70,-44
"John has 30 boxes, and each box contains 99 chocolates. How many chocolates does he have in total?",Multiplication Error,2970,2974
"There are 167 cookies, and they need to be divided equally among 141 friends. How many cookies does each friend get?",Division Error,1.18439716312057,1.8554872128721
"There are 136 apples. If you add 170 more apples, how many apples do you have?",Addition Error,306,324
"There are 181 balloons. If 152 balloons pop, how many balloons are left?",Subtraction Error,29,51
"John has 167 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,835,838
"John has 20 boxes, and each box contains 105 chocolates. How many chocolates does he have in total?",Multiplication Error,2100,2105
"John has 133 boxes, and each box contains 90 chocolates. How many chocolates does he have in total?",Multiplication Error,11970,11976
"There are 139 balloons. If 162 balloons pop, how many balloons are left?",Subtraction Error,-23,-8
"There are 118 balloons. If 120 balloons pop, how many balloons are left?",Subtraction Error,-2,42
"There are 113 balloons. If 108 balloons pop, how many balloons are left?",Subtraction Error,5,6
"There are 138 apples. If you add 142 more apples, how many apples do you have?",Addition Error,280,313
"There are 60 cookies, and they need to be divided equally among 140 friends. How many cookies does each friend get?",Division Error,0.428571428571429,0.806711277189567
"There are 32 cookies, and they need to be divided equally among 79 friends. How many cookies does each friend get?",Division Error,0.405063291139241,1.1170711887182
"John has 53 boxes, and each box contains 177 chocolates. How many chocolates does he have in total?",Multiplication Error,9381,9385
"John has 100 boxes, and each box contains 168 chocolates. How many chocolates does he have in total?",Multiplication Error,16800,16801
